Saved path: barber_shop, jewelry_store, hardware_store, gym, toy_store, noodle_house, cafe, dentist, craft_shop, florist, music_store, party_store, bike_shop, pet_store, bakery : 51645
Saved path: dentist, craft_shop, bank, florist, music_store, party_store, bakery, bike_shop, salon, hardware_store, gym, toy_store, noodle_house, tech_shop, bookstore : 38094
Saved path: bookstore, tech_shop, noodle_house, toy_store, hardware_store, bakery, pet_store, bike_shop, salon, pharmacy, bank, pizzeria, craft_shop, dentist, cafe : 43034
Saved path: grocery_store, dentist, craft_shop, florist, bank, bookstore, burger_joint, jewelry_store, salon, bike_shop, pet_store, bakery, toy_store, noodle_house, tech_shop : 43604
Saved path: toy_store, clothing_store, grocery_store, tech_shop, burger_joint, bookstore, craft_shop, florist, music_store, gelateria, pharmacy, salon, bike_shop, bakery, gym : 35441
Saved path: florist, craft_shop, pizzeria, bookstore, dentist, clothing_store, tech_shop, toy_store, hardware_store, jewelry_store, salon, bike_shop, pet_store, bakery, music_store : 49906
Saved path: tech_shop, toy_store, gym, hardware_store, jewelry_store, barber_shop, bakery, pet_store, bike_shop, pharmacy, gelateria, music_store, bank, dentist, bookstore : 53700
Saved path: craft_shop, florist, gelateria, pharmacy, party_store, pet_store, bike_shop, jewelry_store, hardware_store, gym, toy_store, tech_shop, burger_joint, cafe, dentist : 47313
Saved path: cafe, grocery_store, clothing_store, tech_shop, noodle_house, toy_store, gym, hardware_store, jewelry_store, bike_shop, bakery, party_store, music_store, pizzeria, bookstore : 37343
Saved path: noodle_house, toy_store, hardware_store, jewelry_store, barber_shop, bakery, pet_store, bike_shop, salon, pharmacy, florist, bookstore, cafe, clothing_store, tech_shop : 44358
Saved path: dentist, clothing_store, tech_shop, noodle_house, toy_store, barber_shop, bakery, salon, party_store, gelateria, florist, gym, hardware_store, burger_joint, cafe : 39833
Saved path: toy_store, grocery_store, noodle_house, gym, craft_shop, bank, florist, music_store, gelateria, pharmacy, pet_store, bakery, salon, jewelry_store, barber_shop : 46059
Saved path: toy_store, tech_shop, burger_joint, jewelry_store, bike_shop, bakery, party_store, music_store, florist, bank, craft_shop, pizzeria, bookstore, cafe, grocery_store : 35013
Saved path: bike_shop, bakery, jewelry_store, barber_shop, toy_store, noodle_house, clothing_store, grocery_store, cafe, dentist, craft_shop, pizzeria, bank, gelateria, music_store : 40369
Saved path: pet_store, bakery, barber_shop, jewelry_store, hardware_store, toy_store, noodle_house, grocery_store, bookstore, pizzeria, craft_shop, florist, music_store, pharmacy, party_store : 45262
Saved path: pizzeria, bank, florist, music_store, pharmacy, jewelry_store, bakery, bike_shop, gym, toy_store, clothing_store, tech_shop, noodle_house, burger_joint, bookstore : 37022
Saved path: bike_shop, pet_store, bakery, barber_shop, toy_store, clothing_store, cafe, hardware_store, gym, pizzeria, craft_shop, bank, pharmacy, party_store, salon : 45907
Saved path: clothing_store, grocery_store, cafe, bookstore, pizzeria, bank, gelateria, pharmacy, party_store, bike_shop, bakery, gym, burger_joint, noodle_house, toy_store : 32285
Saved path: pet_store, bike_shop, gym, toy_store, clothing_store, tech_shop, burger_joint, bookstore, cafe, dentist, craft_shop, florist, gelateria, party_store, bakery : 46983
Saved path: hardware_store, bakery, bike_shop, salon, party_store, gelateria, music_store, florist, bank, bookstore, cafe, grocery_store, clothing_store, toy_store, gym : 34110
Saved path: salon, bakery, party_store, pharmacy, gelateria, florist, gym, craft_shop, dentist, cafe, bookstore, noodle_house, toy_store, barber_shop, jewelry_store : 37835
Saved path: gelateria, pharmacy, bike_shop, bakery, barber_shop, toy_store, clothing_store, grocery_store, dentist, cafe, burger_joint, gym, pizzeria, craft_shop, bank : 41321
Saved path: noodle_house, toy_store, hardware_store, bakery, pet_store, bike_shop, pharmacy, gelateria, music_store, florist, bank, craft_shop, gym, cafe, clothing_store : 44420
Saved path: bakery, pet_store, bike_shop, party_store, pharmacy, gelateria, florist, bank, craft_shop, bookstore, tech_shop, noodle_house, toy_store, barber_shop, jewelry_store : 40671
Saved path: toy_store, noodle_house, tech_shop, clothing_store, cafe, dentist, pizzeria, bank, florist, gelateria, music_store, salon, pet_store, bakery, gym : 47144
Saved path: bike_shop, party_store, pharmacy, gelateria, music_store, pizzeria, craft_shop, dentist, cafe, burger_joint, toy_store, barber_shop, jewelry_store, bakery, pet_store : 48362
Saved path: party_store, salon, bike_shop, pet_store, jewelry_store, hardware_store, toy_store, grocery_store, dentist, cafe, burger_joint, gym, florist, gelateria, pharmacy : 48652
Saved path: music_store, florist, pizzeria, dentist, cafe, grocery_store, toy_store, noodle_house, burger_joint, gym, hardware_store, bakery, pet_store, bike_shop, party_store : 49062
Saved path: salon, jewelry_store, burger_joint, noodle_house, toy_store, clothing_store, grocery_store, cafe, bookstore, craft_shop, gym, party_store, pharmacy, pet_store, bike_shop : 43940
Saved path: jewelry_store, bakery, bike_shop, pharmacy, gelateria, music_store, florist, pizzeria, craft_shop, dentist, clothing_store, noodle_house, toy_store, gym, hardware_store : 41962
Saved path: bike_shop, bakery, barber_shop, jewelry_store, hardware_store, gym, noodle_house, clothing_store, bookstore, dentist, craft_shop, bank, music_store, gelateria, pharmacy : 45733
Saved path: salon, bike_shop, bakery, barber_shop, toy_store, tech_shop, burger_joint, cafe, grocery_store, dentist, craft_shop, pizzeria, gym, hardware_store, party_store : 36795
Saved path: gelateria, music_store, florist, pizzeria, craft_shop, dentist, cafe, tech_shop, noodle_house, toy_store, gym, hardware_store, bike_shop, bakery, party_store : 38268
Saved path: bank, bookstore, cafe, dentist, grocery_store, clothing_store, tech_shop, toy_store, hardware_store, jewelry_store, barber_shop, bakery, salon, music_store, florist : 40196
Saved path: hardware_store, cafe, tech_shop, noodle_house, toy_store, barber_shop, bakery, pet_store, bike_shop, pharmacy, gelateria, bank, craft_shop, pizzeria, gym : 46076
Saved path: hardware_store, bakery, bike_shop, party_store, music_store, bank, pizzeria, craft_shop, dentist, cafe, bookstore, burger_joint, tech_shop, noodle_house, toy_store : 37141
Saved path: cafe, grocery_store, clothing_store, toy_store, tech_shop, burger_joint, bakery, bike_shop, jewelry_store, party_store, music_store, gelateria, bank, craft_shop, bookstore : 35767
Saved path: bike_shop, bakery, barber_shop, toy_store, noodle_house, tech_shop, clothing_store, dentist, cafe, burger_joint, gym, pizzeria, craft_shop, gelateria, pharmacy : 42551
Saved path: cafe, bookstore, pizzeria, craft_shop, music_store, bike_shop, pet_store, bakery, barber_shop, jewelry_store, hardware_store, toy_store, noodle_house, clothing_store, dentist : 52785
Saved path: burger_joint, tech_shop, grocery_store, clothing_store, toy_store, gym, hardware_store, pet_store, salon, party_store, gelateria, music_store, florist, pizzeria, bookstore : 43644
Saved path: craft_shop, bank, florist, music_store, pharmacy, party_store, jewelry_store, bike_shop, bakery, toy_store, clothing_store, grocery_store, dentist, bookstore, pizzeria : 38736
Saved path: cafe, dentist, grocery_store, noodle_house, toy_store, barber_shop, jewelry_store, bike_shop, pet_store, bakery, music_store, gelateria, gym, pizzeria, bookstore : 54312
Saved path: pizzeria, craft_shop, bank, gelateria, pharmacy, party_store, bakery, burger_joint, noodle_house, toy_store, clothing_store, grocery_store, dentist, cafe, bookstore : 32361
Saved path: bank, craft_shop, bookstore, cafe, noodle_house, toy_store, hardware_store, jewelry_store, barber_shop, bakery, pet_store, bike_shop, salon, party_store, gelateria : 43850
Saved path: toy_store, clothing_store, tech_shop, cafe, dentist, pizzeria, florist, music_store, gelateria, pharmacy, party_store, salon, bakery, jewelry_store, barber_shop : 37584
Saved path: bakery, salon, jewelry_store, barber_shop, toy_store, tech_shop, clothing_store, grocery_store, cafe, hardware_store, gym, pizzeria, craft_shop, florist, gelateria : 35531
Saved path: bank, bookstore, burger_joint, dentist, grocery_store, clothing_store, noodle_house, toy_store, barber_shop, jewelry_store, party_store, salon, pet_store, bakery, gym : 46990
Saved path: dentist, craft_shop, gelateria, pharmacy, party_store, pet_store, bakery, salon, jewelry_store, barber_shop, toy_store, noodle_house, tech_shop, burger_joint, grocery_store : 45973
Saved path: bank, florist, music_store, pharmacy, bakery, bike_shop, jewelry_store, hardware_store, burger_joint, tech_shop, toy_store, clothing_store, grocery_store, dentist, pizzeria : 39498
Saved path: bike_shop, music_store, florist, bank, dentist, clothing_store, toy_store, tech_shop, burger_joint, gym, hardware_store, jewelry_store, barber_shop, bakery, pet_store : 53510
Saved path: bank, craft_shop, pizzeria, gym, noodle_house, tech_shop, grocery_store, clothing_store, toy_store, pet_store, bakery, salon, party_store, gelateria, florist : 40245
Saved path: dentist, grocery_store, clothing_store, noodle_house, toy_store, barber_shop, jewelry_store, pet_store, bakery, pharmacy, music_store, florist, bank, pizzeria, bookstore : 47802
Saved path: craft_shop, dentist, cafe, grocery_store, toy_store, noodle_house, burger_joint, bakery, salon, party_store, pharmacy, gelateria, music_store, florist, pizzeria : 34172
Saved path: dentist, cafe, grocery_store, tech_shop, noodle_house, toy_store, barber_shop, jewelry_store, bike_shop, bakery, pharmacy, music_store, florist, bank, gym : 42525
Saved path: pharmacy, gelateria, music_store, bank, pizzeria, grocery_store, clothing_store, toy_store, noodle_house, tech_shop, burger_joint, hardware_store, bike_shop, pet_store, bakery : 42807
Saved path: clothing_store, tech_shop, noodle_house, toy_store, barber_shop, jewelry_store, bakery, pet_store, pharmacy, gelateria, florist, craft_shop, gym, burger_joint, dentist : 49003
Saved path: gelateria, pharmacy, salon, bike_shop, pet_store, burger_joint, tech_shop, noodle_house, toy_store, clothing_store, grocery_store, cafe, craft_shop, florist, music_store : 42510
Saved path: music_store, pharmacy, salon, bike_shop, pet_store, bakery, barber_shop, hardware_store, toy_store, noodle_house, clothing_store, grocery_store, bookstore, craft_shop, florist : 47230
Saved path: pharmacy, salon, pet_store, jewelry_store, hardware_store, burger_joint, noodle_house, toy_store, clothing_store, grocery_store, dentist, bookstore, pizzeria, craft_shop, gelateria : 47265
