Saved path: clothing_store, noodle_house, toy_store, hardware_store, barber_shop, bakery, bike_shop, party_store, pharmacy, gelateria, music_store, craft_shop, dentist, cafe, bookstore : 43940
Saved path: jewelry_store, bakery, party_store, music_store, florist, bank, pizzeria, dentist, grocery_store, clothing_store, tech_shop, noodle_house, toy_store, gym, hardware_store : 38141
Saved path: bakery, pet_store, bike_shop, jewelry_store, barber_shop, toy_store, noodle_house, burger_joint, cafe, bookstore, pizzeria, gym, hardware_store, pharmacy, party_store : 43710
Saved path: bookstore, cafe, grocery_store, clothing_store, toy_store, noodle_house, burger_joint, bakery, bike_shop, salon, jewelry_store, party_store, gelateria, music_store, craft_shop : 35597
Saved path: pizzeria, craft_shop, dentist, bookstore, burger_joint, noodle_house, toy_store, pet_store, bike_shop, salon, jewelry_store, pharmacy, gelateria, music_store, florist : 48730
Saved path: noodle_house, toy_store, clothing_store, cafe, bookstore, pizzeria, craft_shop, florist, music_store, gelateria, pharmacy, bike_shop, hardware_store, gym, burger_joint : 36308
Saved path: craft_shop, florist, music_store, pharmacy, party_store, jewelry_store, salon, pet_store, hardware_store, toy_store, clothing_store, tech_shop, burger_joint, cafe, bookstore : 43675
Saved path: tech_shop, noodle_house, toy_store, barber_shop, pet_store, bakery, salon, music_store, gelateria, florist, pizzeria, bookstore, cafe, grocery_store, clothing_store : 43857
Saved path: bakery, barber_shop, jewelry_store, hardware_store, gym, toy_store, noodle_house, cafe, bookstore, florist, music_store, gelateria, party_store, salon, bike_shop : 39280
Saved path: gelateria, pharmacy, bakery, pet_store, bike_shop, salon, jewelry_store, hardware_store, toy_store, gym, pizzeria, craft_shop, bank, florist, music_store : 43495
Saved path: grocery_store, clothing_store, toy_store, tech_shop, burger_joint, gym, hardware_store, pet_store, bike_shop, party_store, pharmacy, gelateria, florist, craft_shop, dentist : 45866
Saved path: toy_store, clothing_store, grocery_store, cafe, dentist, bank, florist, pharmacy, bakery, bike_shop, jewelry_store, hardware_store, gym, burger_joint, tech_shop : 39121
Saved path: pet_store, bakery, jewelry_store, hardware_store, toy_store, noodle_house, burger_joint, bookstore, cafe, dentist, craft_shop, music_store, gelateria, pharmacy, party_store : 46729
Saved path: clothing_store, tech_shop, toy_store, jewelry_store, salon, bike_shop, pet_store, bakery, pharmacy, gelateria, florist, bank, bookstore, dentist, grocery_store : 46619
Saved path: bakery, barber_shop, jewelry_store, hardware_store, toy_store, clothing_store, grocery_store, cafe, bookstore, pizzeria, florist, pharmacy, salon, bike_shop, pet_store : 43129
Saved path: craft_shop, bank, gelateria, party_store, salon, bike_shop, pet_store, bakery, barber_shop, toy_store, clothing_store, tech_shop, hardware_store, gym, pizzeria : 46106
Saved path: florist, music_store, party_store, bakery, pet_store, jewelry_store, gym, toy_store, clothing_store, grocery_store, cafe, dentist, craft_shop, pizzeria, bank : 47385
Saved path: pet_store, burger_joint, tech_shop, toy_store, clothing_store, grocery_store, dentist, cafe, bookstore, pizzeria, craft_shop, bank, pharmacy, salon, bakery : 43075
Saved path: bookstore, pizzeria, craft_shop, bank, gelateria, music_store, party_store, bike_shop, bakery, barber_shop, toy_store, noodle_house, tech_shop, grocery_store, burger_joint : 37321
Saved path: florist, pizzeria, bookstore, cafe, grocery_store, clothing_store, tech_shop, noodle_house, toy_store, gym, hardware_store, jewelry_store, party_store, pharmacy, music_store : 32506
Saved path: jewelry_store, bakery, bike_shop, salon, party_store, toy_store, noodle_house, tech_shop, grocery_store, dentist, craft_shop, bank, bookstore, burger_joint, hardware_store : 36742
Saved path: bike_shop, salon, hardware_store, gym, toy_store, noodle_house, tech_shop, clothing_store, cafe, dentist, craft_shop, pizzeria, florist, music_store, pharmacy : 39311
Saved path: bike_shop, bakery, jewelry_store, hardware_store, toy_store, tech_shop, clothing_store, grocery_store, cafe, gym, craft_shop, bank, music_store, gelateria, pharmacy : 38000
Saved path: gelateria, music_store, bank, craft_shop, cafe, tech_shop, clothing_store, toy_store, barber_shop, jewelry_store, salon, bakery, pet_store, party_store, pharmacy : 44161
Saved path: tech_shop, noodle_house, toy_store, gym, craft_shop, florist, pharmacy, party_store, bike_shop, bakery, hardware_store, burger_joint, bookstore, cafe, grocery_store : 33206
Saved path: dentist, cafe, grocery_store, tech_shop, toy_store, jewelry_store, bakery, bike_shop, salon, party_store, music_store, florist, bank, pizzeria, craft_shop : 38028
Saved path: craft_shop, florist, music_store, gelateria, pharmacy, party_store, bike_shop, bakery, barber_shop, hardware_store, toy_store, clothing_store, grocery_store, burger_joint, bookstore : 38970
Saved path: burger_joint, cafe, dentist, grocery_store, clothing_store, noodle_house, toy_store, barber_shop, bakery, pet_store, pharmacy, music_store, florist, bank, bookstore : 48989
Saved path: gelateria, music_store, florist, bank, craft_shop, dentist, grocery_store, clothing_store, toy_store, bookstore, burger_joint, gym, bakery, salon, party_store : 37436
Saved path: burger_joint, bookstore, cafe, grocery_store, dentist, craft_shop, bank, gelateria, pharmacy, party_store, bakery, bike_shop, jewelry_store, hardware_store, gym : 38344
Saved path: pet_store, bike_shop, salon, party_store, pharmacy, music_store, florist, gym, dentist, grocery_store, clothing_store, tech_shop, toy_store, barber_shop, bakery : 51438
Saved path: pizzeria, bookstore, burger_joint, noodle_house, tech_shop, clothing_store, toy_store, barber_shop, bakery, pet_store, music_store, florist, bank, craft_shop, gym : 47528
Saved path: bakery, jewelry_store, party_store, music_store, florist, bank, craft_shop, pizzeria, bookstore, burger_joint, grocery_store, clothing_store, toy_store, gym, pet_store : 44383
Saved path: cafe, grocery_store, clothing_store, toy_store, noodle_house, tech_shop, burger_joint, pet_store, bike_shop, salon, party_store, music_store, florist, pizzeria, bookstore : 41205
Saved path: barber_shop, jewelry_store, salon, bakery, hardware_store, burger_joint, tech_shop, noodle_house, toy_store, grocery_store, bookstore, craft_shop, florist, music_store, gelateria : 36955
Saved path: toy_store, clothing_store, grocery_store, burger_joint, gym, pizzeria, craft_shop, bank, florist, music_store, gelateria, pharmacy, salon, bakery, barber_shop : 35550
Saved path: florist, craft_shop, pizzeria, bookstore, cafe, grocery_store, clothing_store, toy_store, noodle_house, burger_joint, gym, hardware_store, salon, party_store, gelateria : 30196
Saved path: bike_shop, bakery, barber_shop, toy_store, noodle_house, tech_shop, clothing_store, dentist, cafe, bookstore, burger_joint, gym, bank, gelateria, music_store : 45222
Saved path: bakery, barber_shop, toy_store, grocery_store, bookstore, burger_joint, gym, pizzeria, craft_shop, florist, music_store, gelateria, party_store, salon, pet_store : 47820
Saved path: bank, pizzeria, gym, burger_joint, cafe, grocery_store, tech_shop, noodle_house, toy_store, bakery, bike_shop, party_store, pharmacy, gelateria, music_store : 34623
Saved path: grocery_store, clothing_store, toy_store, noodle_house, tech_shop, bookstore, burger_joint, hardware_store, pet_store, bike_shop, salon, pharmacy, gelateria, florist, dentist : 45362
Saved path: bookstore, cafe, dentist, grocery_store, tech_shop, toy_store, barber_shop, bakery, pet_store, bike_shop, gelateria, pharmacy, hardware_store, gym, burger_joint : 52714
Saved path: pet_store, bike_shop, salon, jewelry_store, barber_shop, hardware_store, gym, toy_store, noodle_house, tech_shop, bookstore, dentist, florist, gelateria, bakery : 51260
Saved path: gym, hardware_store, salon, bakery, jewelry_store, barber_shop, gelateria, florist, bank, pizzeria, bookstore, cafe, clothing_store, noodle_house, toy_store : 35270
Saved path: pharmacy, party_store, barber_shop, jewelry_store, salon, bakery, pet_store, hardware_store, gym, toy_store, clothing_store, cafe, bookstore, craft_shop, bank : 44929
Saved path: noodle_house, tech_shop, clothing_store, cafe, gym, craft_shop, bank, music_store, gelateria, pharmacy, party_store, salon, bakery, pet_store, toy_store : 42507
Saved path: bakery, pet_store, bike_shop, hardware_store, gym, toy_store, tech_shop, cafe, dentist, craft_shop, pizzeria, gelateria, pharmacy, party_store, barber_shop : 50478
Saved path: florist, music_store, gelateria, pharmacy, party_store, salon, bike_shop, pet_store, gym, toy_store, tech_shop, clothing_store, grocery_store, cafe, pizzeria : 43589
Saved path: craft_shop, gym, hardware_store, burger_joint, noodle_house, clothing_store, barber_shop, jewelry_store, bakery, party_store, pharmacy, gelateria, music_store, florist, bank : 35270
Saved path: gelateria, florist, craft_shop, pizzeria, bookstore, cafe, grocery_store, toy_store, noodle_house, burger_joint, pet_store, bike_shop, salon, jewelry_store, party_store : 42253
Saved path: dentist, craft_shop, bank, gelateria, party_store, jewelry_store, salon, bike_shop, pet_store, bakery, toy_store, clothing_store, burger_joint, bookstore, cafe : 47030
Saved path: bakery, salon, jewelry_store, hardware_store, toy_store, clothing_store, burger_joint, bookstore, pizzeria, craft_shop, bank, gelateria, music_store, pharmacy, party_store : 32921
Saved path: pharmacy, gelateria, music_store, florist, bank, dentist, cafe, burger_joint, toy_store, gym, hardware_store, jewelry_store, bike_shop, bakery, party_store : 40285
Saved path: cafe, bookstore, pizzeria, craft_shop, bank, party_store, salon, bike_shop, pet_store, bakery, burger_joint, noodle_house, toy_store, clothing_store, grocery_store : 38743
Saved path: bakery, bike_shop, pharmacy, gelateria, music_store, florist, pizzeria, bookstore, cafe, dentist, noodle_house, toy_store, hardware_store, jewelry_store, barber_shop : 42749
Saved path: bookstore, pizzeria, craft_shop, bank, florist, music_store, gelateria, party_store, bakery, bike_shop, jewelry_store, toy_store, clothing_store, grocery_store, burger_joint : 35123
Saved path: bakery, barber_shop, jewelry_store, hardware_store, burger_joint, tech_shop, toy_store, clothing_store, grocery_store, cafe, dentist, craft_shop, pizzeria, gelateria, party_store : 37769
Saved path: bookstore, pizzeria, craft_shop, florist, music_store, pharmacy, party_store, salon, bike_shop, bakery, jewelry_store, barber_shop, toy_store, noodle_house, clothing_store : 35235
Saved path: music_store, party_store, pet_store, bakery, salon, jewelry_store, barber_shop, toy_store, noodle_house, clothing_store, grocery_store, dentist, bookstore, pizzeria, gym : 52214
Saved path: dentist, bookstore, burger_joint, tech_shop, toy_store, gym, jewelry_store, salon, bike_shop, pet_store, bakery, music_store, bank, pizzeria, craft_shop : 50784
Saved path: hardware_store, barber_shop, bakery, bike_shop, party_store, gelateria, music_store, florist, craft_shop, pizzeria, bookstore, tech_shop, noodle_house, toy_store, gym : 39162
Saved path: gelateria, music_store, florist, craft_shop, grocery_store, clothing_store, tech_shop, noodle_house, toy_store, hardware_store, jewelry_store, barber_shop, bakery, pet_store, bike_shop : 48308
Saved path: salon, bike_shop, bakery, hardware_store, gym, toy_store, tech_shop, grocery_store, dentist, cafe, bookstore, florist, music_store, gelateria, pharmacy : 40321
Saved path: bookstore, grocery_store, noodle_house, toy_store, barber_shop, jewelry_store, bike_shop, bakery, party_store, gelateria, bank, craft_shop, pizzeria, gym, burger_joint : 38131
Saved path: craft_shop, bank, gelateria, pharmacy, party_store, jewelry_store, bakery, gym, burger_joint, noodle_house, toy_store, grocery_store, cafe, bookstore, pizzeria : 32201
Saved path: dentist, grocery_store, toy_store, barber_shop, bakery, pet_store, bike_shop, pharmacy, music_store, pizzeria, gym, hardware_store, burger_joint, bookstore, cafe : 55079
Saved path: bank, craft_shop, dentist, cafe, bookstore, burger_joint, noodle_house, clothing_store, toy_store, hardware_store, salon, bakery, barber_shop, gelateria, music_store : 41794
Saved path: music_store, gelateria, pharmacy, party_store, jewelry_store, salon, bike_shop, pet_store, gym, toy_store, noodle_house, tech_shop, clothing_store, dentist, pizzeria : 50739
Saved path: dentist, craft_shop, music_store, pharmacy, party_store, pet_store, bike_shop, salon, jewelry_store, gym, toy_store, noodle_house, burger_joint, bookstore, grocery_store : 51685
Saved path: clothing_store, toy_store, barber_shop, bakery, bike_shop, party_store, gelateria, florist, bank, craft_shop, pizzeria, gym, hardware_store, burger_joint, cafe : 37385
Saved path: gelateria, pharmacy, bakery, bike_shop, jewelry_store, barber_shop, toy_store, noodle_house, grocery_store, dentist, bookstore, pizzeria, craft_shop, bank, florist : 39045
Saved path: party_store, pharmacy, gelateria, bank, bookstore, grocery_store, clothing_store, tech_shop, noodle_house, toy_store, gym, hardware_store, salon, bakery, barber_shop : 35594
Saved path: pharmacy, gelateria, music_store, florist, bank, craft_shop, gym, burger_joint, cafe, bookstore, noodle_house, toy_store, barber_shop, bakery, party_store : 35012
Saved path: burger_joint, bookstore, pizzeria, bank, music_store, pharmacy, bike_shop, pet_store, bakery, barber_shop, jewelry_store, hardware_store, toy_store, grocery_store, dentist : 52517
Saved path: bakery, party_store, gelateria, music_store, florist, pizzeria, burger_joint, cafe, grocery_store, toy_store, hardware_store, jewelry_store, salon, bike_shop, pet_store : 44713
Saved path: grocery_store, clothing_store, toy_store, gym, bakery, pet_store, jewelry_store, pharmacy, florist, bank, craft_shop, pizzeria, bookstore, cafe, dentist : 46105
Saved path: grocery_store, toy_store, noodle_house, burger_joint, gym, hardware_store, bakery, pet_store, bike_shop, music_store, florist, bank, craft_shop, bookstore, cafe : 44871
Saved path: bank, craft_shop, bookstore, cafe, grocery_store, clothing_store, toy_store, tech_shop, burger_joint, hardware_store, pet_store, bakery, salon, barber_shop, gelateria : 44878
Saved path: bookstore, burger_joint, hardware_store, gym, florist, music_store, pharmacy, salon, bike_shop, bakery, barber_shop, toy_store, clothing_store, grocery_store, cafe : 39302
Saved path: cafe, bookstore, pizzeria, florist, music_store, gelateria, pharmacy, salon, bakery, jewelry_store, burger_joint, noodle_house, toy_store, grocery_store, dentist : 37739
Saved path: tech_shop, grocery_store, clothing_store, toy_store, hardware_store, jewelry_store, bakery, gelateria, florist, bank, craft_shop, pizzeria, gym, burger_joint, noodle_house : 33006
Saved path: pharmacy, gelateria, florist, bank, craft_shop, dentist, cafe, grocery_store, clothing_store, tech_shop, noodle_house, toy_store, bakery, salon, jewelry_store : 32928
Saved path: jewelry_store, bakery, bike_shop, gelateria, music_store, florist, bank, bookstore, cafe, grocery_store, clothing_store, toy_store, tech_shop, burger_joint, gym : 37852
Saved path: craft_shop, bank, music_store, salon, bike_shop, bakery, jewelry_store, gym, burger_joint, tech_shop, toy_store, clothing_store, grocery_store, cafe, dentist : 40918
Saved path: burger_joint, tech_shop, toy_store, barber_shop, jewelry_store, pet_store, bakery, pharmacy, music_store, florist, bank, craft_shop, dentist, grocery_store, bookstore : 48630
Saved path: pet_store, bike_shop, party_store, pharmacy, gelateria, bank, pizzeria, craft_shop, dentist, cafe, clothing_store, noodle_house, toy_store, hardware_store, bakery : 43777
Saved path: barber_shop, party_store, pharmacy, bakery, pet_store, bike_shop, gym, pizzeria, bookstore, burger_joint, cafe, dentist, grocery_store, noodle_house, toy_store : 50664
Saved path: clothing_store, toy_store, barber_shop, jewelry_store, bike_shop, bakery, party_store, pharmacy, gelateria, florist, bank, pizzeria, bookstore, dentist, grocery_store : 37633
