Saved path: jewelry_store, party_store, pharmacy, gelateria, craft_shop, dentist, cafe, grocery_store, clothing_store, noodle_house, salon, toy_store, burger_joint, bakery, bike_shop : 53270
Saved path: tech_shop, cafe, burger_joint, gym, pet_store, gelateria, music_store, bike_shop, jewelry_store, party_store, bakery, barber_shop, salon, toy_store, clothing_store : 57451
Saved path: toy_store, noodle_house, clothing_store, bookstore, cafe, pizzeria, pet_store, bank, music_store, pharmacy, party_store, jewelry_store, bike_shop, barber_shop, salon : 69093
Saved path: tech_shop, clothing_store, toy_store, barber_shop, jewelry_store, party_store, pharmacy, gelateria, bank, music_store, florist, craft_shop, gym, burger_joint, cafe : 59750
Saved path: gym, hardware_store, jewelry_store, bike_shop, bakery, music_store, gelateria, craft_shop, pizzeria, dentist, cafe, tech_shop, grocery_store, noodle_house, toy_store : 55725
Saved path: hardware_store, burger_joint, tech_shop, grocery_store, clothing_store, noodle_house, toy_store, barber_shop, party_store, bakery, gelateria, bank, florist, pet_store, craft_shop : 61811
Saved path: cafe, clothing_store, grocery_store, tech_shop, pizzeria, craft_shop, florist, bank, pharmacy, bike_shop, barber_shop, noodle_house, toy_store, hardware_store, burger_joint : 59040
Saved path: salon, noodle_house, toy_store, hardware_store, bookstore, cafe, grocery_store, tech_shop, dentist, pizzeria, pet_store, bank, gelateria, jewelry_store, barber_shop : 71550
Saved path: burger_joint, cafe, craft_shop, pet_store, florist, music_store, gelateria, pharmacy, bakery, party_store, jewelry_store, bike_shop, barber_shop, noodle_house, toy_store : 57070
Saved path: jewelry_store, barber_shop, salon, toy_store, clothing_store, grocery_store, tech_shop, pizzeria, cafe, burger_joint, hardware_store, gym, craft_shop, pet_store, music_store : 63204
Saved path: salon, noodle_house, clothing_store, pizzeria, dentist, cafe, bookstore, burger_joint, gym, florist, gelateria, pharmacy, bakery, bike_shop, jewelry_store : 57714
Saved path: dentist, pizzeria, pet_store, gelateria, music_store, bike_shop, jewelry_store, barber_shop, noodle_house, clothing_store, toy_store, hardware_store, burger_joint, bookstore, tech_shop : 66679
Saved path: tech_shop, dentist, pizzeria, craft_shop, pet_store, florist, bank, music_store, pharmacy, jewelry_store, hardware_store, salon, toy_store, bookstore, cafe : 68692
Saved path: gelateria, pet_store, craft_shop, pizzeria, dentist, tech_shop, cafe, burger_joint, toy_store, hardware_store, bike_shop, bakery, pharmacy, music_store, bank : 54016
Saved path: craft_shop, gym, florist, music_store, bank, gelateria, party_store, jewelry_store, barber_shop, salon, toy_store, grocery_store, tech_shop, cafe, dentist : 65842
Saved path: clothing_store, grocery_store, tech_shop, pizzeria, dentist, burger_joint, gym, pet_store, bank, gelateria, pharmacy, jewelry_store, bike_shop, barber_shop, noodle_house : 68438
Saved path: cafe, dentist, craft_shop, florist, bank, pharmacy, bakery, party_store, jewelry_store, bike_shop, barber_shop, salon, toy_store, clothing_store, burger_joint : 64041
Saved path: grocery_store, dentist, cafe, bookstore, burger_joint, hardware_store, music_store, bank, pharmacy, bakery, bike_shop, barber_shop, salon, toy_store, clothing_store : 57753
Saved path: hardware_store, bakery, party_store, jewelry_store, bike_shop, gelateria, music_store, craft_shop, pizzeria, dentist, cafe, tech_shop, clothing_store, noodle_house, gym : 57313
Saved path: barber_shop, noodle_house, clothing_store, grocery_store, tech_shop, pizzeria, cafe, bookstore, burger_joint, hardware_store, gym, florist, music_store, pharmacy, jewelry_store : 57827
Saved path: grocery_store, tech_shop, bookstore, burger_joint, dentist, pizzeria, craft_shop, florist, bank, music_store, pharmacy, bakery, barber_shop, toy_store, noodle_house : 56070
Saved path: bakery, party_store, jewelry_store, barber_shop, toy_store, noodle_house, clothing_store, grocery_store, tech_shop, burger_joint, bookstore, dentist, craft_shop, florist, pharmacy : 52971
Saved path: hardware_store, burger_joint, bookstore, tech_shop, noodle_house, toy_store, salon, barber_shop, jewelry_store, party_store, bank, music_store, florist, craft_shop, gym : 64974
Saved path: pharmacy, music_store, gelateria, pet_store, craft_shop, pizzeria, dentist, clothing_store, toy_store, burger_joint, gym, hardware_store, barber_shop, bike_shop, bakery : 56339
Saved path: toy_store, salon, barber_shop, jewelry_store, bakery, bank, pet_store, craft_shop, pizzeria, dentist, tech_shop, cafe, burger_joint, gym, hardware_store : 70518
Saved path: music_store, pharmacy, bakery, jewelry_store, bike_shop, hardware_store, noodle_house, clothing_store, tech_shop, bookstore, burger_joint, gym, craft_shop, florist, bank : 58184
Saved path: burger_joint, bike_shop, party_store, pharmacy, music_store, gelateria, florist, pet_store, pizzeria, tech_shop, grocery_store, clothing_store, noodle_house, toy_store, bookstore : 54740
Saved path: gym, burger_joint, dentist, tech_shop, grocery_store, toy_store, salon, barber_shop, party_store, bakery, gelateria, bank, music_store, florist, craft_shop : 62006
Saved path: gelateria, bank, music_store, party_store, jewelry_store, bike_shop, barber_shop, noodle_house, clothing_store, cafe, burger_joint, hardware_store, gym, pizzeria, craft_shop : 69331
Saved path: music_store, bank, pet_store, pizzeria, dentist, tech_shop, grocery_store, noodle_house, salon, toy_store, burger_joint, hardware_store, bike_shop, party_store, bakery : 64906
Saved path: craft_shop, pet_store, florist, bank, pharmacy, bike_shop, hardware_store, salon, noodle_house, clothing_store, grocery_store, cafe, burger_joint, gym, pizzeria : 61635
Saved path: florist, pet_store, craft_shop, pizzeria, dentist, bookstore, tech_shop, clothing_store, noodle_house, salon, toy_store, hardware_store, party_store, bike_shop, gym : 58650
