Saved path: hardware_store, party_store, bakery, barber_shop, toy_store, noodle_house, clothing_store, grocery_store, bookstore, cafe, dentist, pizzeria, craft_shop, gelateria, gym : 56745
Saved path: bookstore, tech_shop, grocery_store, clothing_store, noodle_house, toy_store, barber_shop, pharmacy, music_store, florist, pet_store, craft_shop, pizzeria, dentist, burger_joint : 49464
Saved path: dentist, cafe, bookstore, grocery_store, clothing_store, noodle_house, salon, barber_shop, bike_shop, party_store, hardware_store, pharmacy, music_store, gelateria, pet_store : 58882
Saved path: toy_store, grocery_store, tech_shop, cafe, bookstore, craft_shop, pet_store, florist, gelateria, pharmacy, bakery, bike_shop, jewelry_store, party_store, hardware_store : 50361
Saved path: pizzeria, craft_shop, gelateria, pharmacy, jewelry_store, barber_shop, salon, toy_store, hardware_store, burger_joint, bookstore, cafe, clothing_store, tech_shop, dentist : 59966
Saved path: pharmacy, bank, florist, pet_store, craft_shop, tech_shop, grocery_store, clothing_store, noodle_house, toy_store, salon, jewelry_store, party_store, bike_shop, bakery : 64624
Saved path: tech_shop, grocery_store, clothing_store, noodle_house, toy_store, barber_shop, jewelry_store, party_store, bank, pet_store, craft_shop, pizzeria, dentist, cafe, bookstore : 68029
Saved path: hardware_store, gym, pet_store, florist, bank, pharmacy, party_store, jewelry_store, bike_shop, barber_shop, salon, noodle_house, grocery_store, tech_shop, bookstore : 68387
Saved path: dentist, tech_shop, clothing_store, noodle_house, toy_store, salon, barber_shop, jewelry_store, party_store, bakery, hardware_store, gym, bank, florist, craft_shop : 67718
Saved path: jewelry_store, party_store, bakery, pharmacy, music_store, bank, florist, pet_store, craft_shop, gym, burger_joint, grocery_store, noodle_house, salon, hardware_store : 62473
Saved path: bank, florist, pet_store, craft_shop, dentist, tech_shop, cafe, bookstore, burger_joint, hardware_store, toy_store, noodle_house, barber_shop, jewelry_store, music_store : 69706
Saved path: florist, music_store, pharmacy, bakery, jewelry_store, bike_shop, hardware_store, toy_store, noodle_house, clothing_store, tech_shop, cafe, bookstore, dentist, pizzeria : 53283
Saved path: hardware_store, gym, pet_store, bank, gelateria, pharmacy, bakery, bike_shop, jewelry_store, barber_shop, salon, noodle_house, grocery_store, tech_shop, bookstore : 64083
Saved path: clothing_store, noodle_house, bookstore, burger_joint, gym, hardware_store, bike_shop, bakery, pharmacy, music_store, pet_store, pizzeria, dentist, cafe, tech_shop : 51465
Saved path: cafe, dentist, craft_shop, pet_store, music_store, pharmacy, party_store, bakery, barber_shop, salon, noodle_house, clothing_store, toy_store, burger_joint, bookstore : 54888
Saved path: bookstore, burger_joint, hardware_store, party_store, jewelry_store, bike_shop, bakery, pharmacy, music_store, gelateria, pet_store, pizzeria, tech_shop, clothing_store, toy_store : 57439
Saved path: noodle_house, salon, barber_shop, bike_shop, jewelry_store, bakery, pharmacy, music_store, pet_store, craft_shop, gym, burger_joint, bookstore, dentist, clothing_store : 61156
Saved path: jewelry_store, party_store, bakery, pharmacy, florist, craft_shop, pizzeria, dentist, cafe, burger_joint, hardware_store, toy_store, noodle_house, barber_shop, bike_shop : 56033
Saved path: grocery_store, clothing_store, barber_shop, bakery, jewelry_store, bike_shop, music_store, bank, pet_store, gym, hardware_store, burger_joint, bookstore, cafe, tech_shop : 63446
Saved path: gelateria, florist, pet_store, dentist, bookstore, grocery_store, clothing_store, noodle_house, toy_store, hardware_store, jewelry_store, barber_shop, pharmacy, music_store, bank : 69122
Saved path: bakery, bike_shop, jewelry_store, salon, noodle_house, clothing_store, toy_store, burger_joint, bookstore, dentist, pizzeria, craft_shop, florist, music_store, pharmacy : 56249
Saved path: hardware_store, gym, toy_store, noodle_house, clothing_store, grocery_store, tech_shop, cafe, bookstore, dentist, pizzeria, florist, bank, music_store, bike_shop : 56567
Saved path: grocery_store, tech_shop, dentist, pizzeria, craft_shop, florist, gelateria, pharmacy, party_store, bakery, salon, toy_store, burger_joint, bookstore, cafe : 52226
Saved path: gym, burger_joint, salon, noodle_house, clothing_store, dentist, pizzeria, craft_shop, pet_store, florist, gelateria, bakery, party_store, bike_shop, hardware_store : 58464
Saved path: jewelry_store, bike_shop, bakery, pharmacy, gelateria, bank, music_store, florist, craft_shop, dentist, tech_shop, clothing_store, burger_joint, hardware_store, barber_shop : 64315
Saved path: pharmacy, bakery, bike_shop, jewelry_store, toy_store, noodle_house, clothing_store, tech_shop, bookstore, cafe, dentist, craft_shop, pet_store, bank, gelateria : 60306
Saved path: craft_shop, pet_store, florist, pharmacy, bakery, party_store, jewelry_store, barber_shop, salon, grocery_store, tech_shop, dentist, cafe, burger_joint, gym : 57817
Saved path: barber_shop, toy_store, noodle_house, clothing_store, cafe, bookstore, burger_joint, gym, craft_shop, gelateria, music_store, pharmacy, bakery, party_store, bike_shop : 51003
Saved path: toy_store, gym, hardware_store, bike_shop, bakery, pharmacy, gelateria, bank, music_store, pizzeria, dentist, cafe, burger_joint, noodle_house, salon : 58648
